company_name,company_scale,company_category,count
豪客来,10000人以上,餐饮,5
见福,1000-9999人,批发/零售,5
华为慧通,10000人以上,电子/半导体/集成电路,5
瀚衡智能,0-20人,计算机软件,5
小杏子网络科技,20-99人,互联网,5
云之拓,20-99人,智能硬件,5
麦蒂科技,20-99人,计算机软件,5
互拓科技,20-99人,互联网,5
Dell,1000-9999人,智能硬件,5
放牛斑,100-499人,餐饮,5
厦工,1000-9999人,机械设备/机电/重工,5
中合众科技,20-99人,智能硬件,5
大澳科技,20-99人,互联网,5
五度互联,20-99人,计算机软件,5
同荣科技,0-20人,计算机软件,5
海益建材,100-499人,家具/家电/家居,5
华丰众盈,20-99人,互联网,5
至恒融兴,1000-9999人,银行,5
南叁南,20-99人,互联网,5
厦门天猎运网络科技,100-499人,互联网,5
半导体工业,20-99人,电子/半导体/集成电路,5
绿芯半导体,100-499人,智能硬件,5
指魂网络,0-20人,游戏,5
盛迅信息,100-499人,计算机软件,5
小马,100-499人,企业服务,5
游淌科技,0-20人,移动互联网,5
博思,1000-9999人,计算机软件,5
侠侣网,500-999人,旅游,5
微伦科技,0-20人,电子/半导体/集成电路,5
某知名互联网公司,500-999人,互联网,5
厦门智动一刻科技...,20-99人,数据服务,5
易点生活,100-499人,互联网,5
某医疗健康公司,20-99人,医疗健康,5
蓝旭科技,20-99人,新能源,5
厦门258集团,100-499人,互联网,5
埃林哲软件,100-499人,计算机软件,5
天阳科技,1000-9999人,计算机软件,5
厦门乾照光电,1000-9999人,其他行业,5
维迅科技,20-99人,智能硬件,5
牵脉网络,0-20人,信息安全,5
爱家物联,100-499人,环保,5
易仓科技,500-999人,计算机软件,5
厦门亿科成,20-99人,批发/零售,5
三安光电,10000人以上,电子/半导体/集成电路,5
厦门盛迅信息,100-499人,计算机软件,5
瑞声达,500-999人,医疗设备/器械,5
宇兽科技,20-99人,计算机服务,5
思麦网络科技,100-499人,智能硬件,5
视虹科技,100-499人,智能硬件,5
绒猫淘淘,20-99人,电子商务,5
厦门云莱,0-20人,计算机硬件,5
厦门冉光,20-99人,专利/商标/知识产权,5
好鸟科技,20-99人,游戏,5
通达创智,1000-9999人,原材料及加工/模具,5
联登科技,20-99人,计算机软件,5
拾联科技,100-499人,智能硬件,5
纵目科技,100-499人,汽车生产,5
点石网络科技,100-499人,移动互联网,5
当趣科技,0-20人,计算机软件,5
魅选三维,0-20人,医疗健康,5
芜湖盟博,100-499人,计算机软件,5
真景科技,100-499人,计算机软件,5
创云科技,20-99人,游戏,5
普渡科技,1000-9999人,智能硬件,5
利成智能,100-499人,智能硬件,5
铠甲网络,100-499人,互联网,5
黑马企服,500-999人,企业服务,5
爱印科技,100-499人,计算机硬件,5
邻里社,20-99人,移动互联网,5
奇获科技,20-99人,互联网,5
硕橙厦门,20-99人,企业服务,5
冠禹智能,20-99人,计算机软件,5
海普锐,100-499人,机械设备/机电/重工,5
沃博思,100-499人,电子商务,5
精位文化信息,20-99人,数据服务,5
麻花网络,100-499人,互联网,5
亚信科技,10000人以上,计算机软件,5
元夏,20-99人,计算机软件,5
军创科技,20-99人,人力资源服务,5
金财互联,1000-9999人,互联网,5
四信电子,100-499人,电子/半导体/集成电路,5
昇利扬,20-99人,电子/半导体/集成电路,5
厦门西海佳通信息...,0-20人,计算机服务,5
厦门美勒科技有限公司,100-499人,电子/半导体/集成电路,5
益拓自控,100-499人,电子/半导体/集成电路,5
大招科技,100-499人,企业服务,5
金色雨林中心,1000-9999人,在线教育,5
a1零食研究所,100-499人,食品/饮料/烟酒,5
纳龙科技,100-499人,医疗健康,5
hyrus,100-499人,计算机软件,5
厦门保沣实业有限公司,1000-9999人,原材料及加工/模具,5
微游互娱,20-99人,游戏,5
易信,20-99人,信息安全,5
小蚜虫股票交易助手,20-99人,互联网金融,5
铨柯,100-499人,电子/半导体/集成电路,5
幻境互娱,20-99人,游戏,5
鹭诚捷,100-499人,仪器仪表/工业自动化,5
厦门明翰电气,100-499人,其他行业,5
优立科技EUCLIDEON,20-99人,计算机软件,5
艺钡,20-99人,计算机软件,5
鹊鸣,0-20人,船舶/航空/航天,5
谷典红家具,20-99人,家具/家电/家居,5
骐俊,100-499人,通信/网络设备,5
黑谷科技,1000-9999人,互联网,5
无厨科技,0-20人,智能硬件,5
晋丰鼎,0-20人,游戏,5
小梦网络,20-99人,游戏,5
厦门海迈科技,100-499人,计算机软件,5
贝比科技,20-99人,智能硬件,5
新凯,1000-9999人,原材料及加工/模具,5
联农科技,0-20人,移动互联网,5
和芯微电子,100-499人,电子/半导体/集成电路,5
致微,100-499人,机械设备/机电/重工,5
海石生态,20-99人,建筑设计,5
厦门摩云,20-99人,生活服务,5
四格互联,500-999人,移动互联网,5
厦门益泰声原,0-20人,计算机硬件,4
盛英汇,20-99人,游戏,4
思维云科技,0-20人,计算机软件,4
Insen Consulting,0-20人,人力资源服务,4
新意科技,100-499人,互联网金融,4
安捷睿机器人,20-99人,仪器仪表/工业自动化,4
纵行科技,100-499人,通信/网络设备,4
Ports,1000-9999人,其他行业,4
联想集团,10000人以上,计算机硬件,4
美了么信息科技,100-499人,互联网,4
亿峰顺网络科技,20-99人,新闻/出版,4
东信北邮,1000-9999人,移动互联网,4
建信融通,500-999人,互联网金融,4
福建快仓,0-20人,其他服务业,4
数字火花,20-99人,信息安全,4
壹亿互动,20-99人,互联网,4
宏途里诚,20-99人,证券/期货,4
信合达,100-499人,电子/半导体/集成电路,4
科际,500-999人,仪器仪表/工业自动化,4
鸿翼股份,500-999人,计算机软件,4
厦门易联网络有限公司,0-20人,社交网络,4
信通慧安,20-99人,互联网,4
福建迅腾电力集团,20-99人,电力/热力/燃气/水利,4
某大型互联网上市集团公司,1000-9999人,移动互联网,4
富润科技,100-499人,计算机软件,4
广州佳杰科技有限...,1000-9999人,计算机硬件,4
星瑞格,20-99人,计算机软件,4
泽宇科技工程,20-99人,工程施工,4
厦门熠达通,0-20人,通信/网络设备,4
智慧生态物联网,20-99人,互联网,4
蝉大师,100-499人,移动互联网,4
高伟达公司,1000-9999人,计算机软件,4
厦门中控,100-499人,计算机软件,4
睿思成科技,20-99人,计算机软件,4
歌纳德,0-20人,计算机软件,4
威芯泰,20-99人,机械设备/机电/重工,4
天用唯勤厦门分公司,100-499人,计算机软件,4
厦门逆讯科技有限...,0-20人,计算机软件,4
惠侨科技,20-99人,计算机软件,4
苏州科达,1000-9999人,通信/网络设备,4
依实信息科技,0-20人,互联网金融,4
风吉网络,20-99人,游戏,4
华联电子科技有限公司,500-999人,仪器仪表/工业自动化,4
小绿叶网络,20-99人,移动互联网,4
同类聚合,20-99人,互联网,4
承葛生物,100-499人,医疗健康,4
厦门科技馆,100-499人,在线教育,4
天互智能,0-20人,工程施工,4
易维信息,100-499人,计算机软件,4
大恒科技,100-499人,机械设备/机电/重工,4
思迈特软件,500-999人,计算机软件,4
优优控股集团,100-499人,培训机构,4
阳光照明集团,10000人以上,原材料及加工/模具,4
易联众长青科技,20-99人,互联网,4
易聚网络科技,20-99人,游戏,4
找对,20-99人,计算机软件,4
鼎汉技术,1000-9999人,交通/运输,4
大多数,20-99人,移动互联网,4
致一科技,20-99人,移动互联网,4
厦门欢乐园信息科...,20-99人,游戏,4
厦门花样家,20-99人,互联网,4
永兴东润,1000-9999人,服装/纺织/皮革,4
翼讯科技,20-99人,互联网,4
台和电子,1000-9999人,电子/半导体/集成电路,4
大圣创享,100-499人,电子商务,4
一为光羽,0-20人,互联网,4
三点墨,20-99人,移动互联网,4
中建材信息,1000-9999人,移动互联网,4
泰豫网络,20-99人,互联网,4
铭亮展陈,0-20人,广告/公关/会展,4
升迅信息,20-99人,计算机软件,4
腾播互娱,20-99人,互联网,4
美概念集团,500-999人,医疗/护理/卫生,4
鸿蒙福建省公司,20-99人,数据服务,4
厦门赢定科技股份...,20-99人,计算机服务,4
安智达,0-20人,船舶/航空/航天,4
网拓科技,100-499人,智能硬件,4
盐课堂,500-999人,在线教育,4
博泰(PATEO),1000-9999人,智能硬件,4
明延科技,0-20人,计算机软件,4
福建思凯,1000-9999人,音乐/视频/阅读,4
互易科技,20-99人,互联网,4
福建微洽通,20-99人,互联网金融,4
环寂高科,20-99人,环保,4
安踏,10000人以上,服装/纺织/皮革,4
某机械设备公司,20-99人,机械设备/机电/重工,4
泉网,20-99人,计算机硬件,4
璞才,0-20人,企业服务,4
奇侠兔游戏,20-99人,游戏,4
舌尖科技(北京)...,100-499人,互联网,4
千兔网络,0-20人,计算机软件,4
先导智能,1000-9999人,智能硬件,4
科路德,20-99人,智能硬件,4
固克节能科技股份,500-999人,建材,4
重庆新致金服,100-499人,计算机软件,4
厦门致杰智能科技,100-499人,电子/半导体/集成电路,4
亿豪恒鑫,20-99人,通信/网络设备,4
源航咨询,20-99人,培训机构,4
城联,20-99人,智能硬件,4
沃特沃德厦门分公司,20-99人,计算机软件,4
奥格智能,100-499人,通信/网络设备,4
MetaApp,100-499人,互联网,4
大大猫网络,20-99人,游戏,4
九牧厨卫股份有限公司,10000人以上,智能硬件,4
厦门创同,20-99人,计算机软件,4
多想互动,100-499人,广告/公关/会展,4
德侣康健,0-20人,医疗健康,4
喜多多集团,1000-9999人,食品/饮料/烟酒,4
厦门方特电影公司,500-999人,文化/体育/娱乐,4
致创能源,20-99人,计算机软件,4
汇利伟业,20-99人,互联网,4
云仓配,100-499人,物流/仓储,4
某大型通信上市公司,100-499人,通信/网络设备,4
厦门展联软件,20-99人,计算机软件,4
正大水产,10000人以上,农/林/牧/渔,4
佰思特(厦门)企...,0-20人,咨询,4
银信达资产,100-499人,银行,4
天梦,20-99人,游戏,4
建发物业集团,1000-9999人,物业服务,4
飞飞鱼,100-499人,电子商务,4
般纳文化传媒,0-20人,互联网,4
贝颜,100-499人,美容/美发,4
厦门信用公司,20-99人,计算机软件,4
卜鹿科技,0-20人,计算机软件,4
宏发股份,10000人以上,仪器仪表/工业自动化,4
易诺维,20-99人,计算机软件,4
三安光电股份有限公司,1000-9999人,电子/半导体/集成电路,4
众蝶软件,0-20人,计算机软件,4
姚明集团,100-499人,互联网,4
雅姿(厦门)集团...,20-99人,电子商务,4
弗瑞特,100-499人,其他行业,4
厦门如熙贸易有限公司,100-499人,电子商务,4
科之杰集团,500-999人,化工,4
厦门有家装饰,500-999人,装修装饰,4
一维天地,20-99人,计算机软件,4
六立方,20-99人,移动互联网,4
厦门异次元,20-99人,游戏,4
厦门网新众达,20-99人,计算机软件,4
万安智能,500-999人,工程施工,4
七星通联,100-499人,移动互联网,4
盛辉物流,1000-9999人,交通/运输,4
中航锂电,1000-9999人,新能源,4
湛华网络科技,20-99人,数据服务,4
领航讯通,20-99人,计算机软件,4
外贸牛,20-99人,互联网,4
华亿云图,20-99人,计算机服务,4
厦门原力互娱,20-99人,游戏,4
中元汇吉,1000-9999人,医疗设备/器械,4
咖湃电子,0-20人,电子商务,4
辰一,0-20人,电子/半导体/集成电路,4
久凌创新科技,20-99人,移动互联网,4
大北欧通讯设备(...,100-499人,通信/网络设备,4
台美德,20-99人,机械设备/机电/重工,4
维克空调,1000-9999人,其他行业,4
威派格,1000-9999人,智能硬件,4
厦门蔚可云,20-99人,互联网,4
星帜科技,20-99人,计算机服务,4
弘威崇安,0-20人,电子/半导体/集成电路,4
厦门益点,0-20人,互联网,4
深圳市威富集团,1000-9999人,通信/网络设备,4
艾地网络,20-99人,电子商务,4
龙胜达照明,1000-9999人,电子/半导体/集成电路,4
六芒,20-99人,移动互联网,4
海典软件华东,500-999人,计算机软件,4
鼎链数科厦门,0-20人,互联网,4
卡斯尔,0-20人,信息安全,4
凡成,100-499人,电子/半导体/集成电路,4
人众软件科技有限公司,20-99人,计算机软件,4
联屏文化,100-499人,广告/公关/会展,4
大学无疆,0-20人,互联网,4
金意恒金蝶软件,0-20人,计算机软件,4
厦门汉为,20-99人,信息安全,4
旭昶恒盛,20-99人,互联网,4
亿学软件,20-99人,计算机软件,4
Intertek天祥集团,1000-9999人,企业服务,4
厦门陈纪乐肴居食...,500-999人,食品/饮料/烟酒,4
凤凰互娱,20-99人,游戏,4
毋忘游,20-99人,游戏,4
空虾,0-20人,互联网,4
麦乐峰,20-99人,互联网,4
厦门科华,1000-9999人,智能硬件,4
绿盟科技,1000-9999人,信息安全,4
锐谷智联,20-99人,通信/网络设备,4
联达,100-499人,计算机硬件,4
联想,10000人以上,计算机软件,4
开创多维软件,100-499人,计算机软件,4
超开心,20-99人,互联网,4
厦门云赢,0-20人,企业服务,4
厦门和恒盛,20-99人,仪器仪表/工业自动化,4
博格网络,20-99人,游戏,4
图乐科技,0-20人,社交网络,4
百融云创,500-999人,数据服务,4
先行旅游,20-99人,互联网,4
福建振邦,100-499人,计算机软件,4
建发集团,10000人以上,工程施工,4
速盟科技有限公司,20-99人,互联网,4
为了你,20-99人,互联网,4
厦门威迪思,20-99人,汽车生产,4
笨汉,20-99人,工程施工,4
华强方特,1000-9999人,旅游,4
鼎信通达,100-499人,通信/网络设备,4
嘶嘶科技,0-20人,游戏,4
合兴包装,1000-9999人,印刷/包装/造纸,4
白龙马云行科技,100-499人,互联网,4
众联世纪,100-499人,移动互联网,4
一视科技,20-99人,电子/半导体/集成电路,4
珠海世博,100-499人,计算机软件,4
嗨范科技,20-99人,互联网,4
福建易本,0-20人,游戏,4
天璞智能,0-20人,智能硬件,4
星网智慧科技,100-499人,通信/网络设备,4
荆艺软件,20-99人,计算机软件,4
天翔网络,20-99人,游戏,4
康美特,20-99人,智能硬件,4
麦田房产集团,10000人以上,地产经纪/中介,4
厦门吉宏,1000-9999人,印刷/包装/造纸,4
悦讯科技,100-499人,移动互联网,4
厦门EOD,20-99人,游戏,4
翰林汇力（福建）...,100-499人,智能硬件,4
华蔚科技,0-20人,智能硬件,4
众数科技,20-99人,移动互联网,4
南北软件,100-499人,计算机软件,4
峰佑电子,20-99人,计算机软件,4
卓志供应链,1000-9999人,物流/仓储,4
文思海辉技术,10000人以上,计算机软件,4
厦门联豪,0-20人,智能硬件,4
视尔沃,1000-9999人,智能硬件,4
直播吧,100-499人,互联网,4
普维贸易,20-99人,电子商务,4
厦门博言善行电力...,20-99人,其他专业服务,4
海客信使,20-99人,移动互联网,4
致善生物,100-499人,医疗设备/器械,4
必易微电子技术,100-499人,电子/半导体/集成电路,4
TROLMASTER,20-99人,仪器仪表/工业自动化,4
厨芯,1000-9999人,智能硬件,4
凌度空间,20-99人,智能硬件,4
七弦,0-20人,广告营销,4
石头城,100-499人,互联网,4
方碑,0-20人,游戏,4
互易区,0-20人,移动互联网,3
厦门深义网络,20-99人,计算机软件,3
东技,20-99人,机械设备/机电/重工,3
易灵网络科技,20-99人,互联网,3
黑脉网络科技,0-20人,游戏,3
昊铭网络,20-99人,游戏,3
初创团队,0-20人,社交网络,3
新能汇聚,0-20人,计算机软件,3
飞朔生物,20-99人,医疗设备/器械,3
电安信息,0-20人,电力/热力/燃气/水利,3
遇米信息,100-499人,互联网,3
SuperDaddy,100-499人,互联网,3
胜吴,20-99人,电子商务,3
景延电子,0-20人,通信/网络设备,3
傲意,20-99人,智能硬件,3
米乐萌,20-99人,游戏,3
赞伯,20-99人,计算机软件,3
亿达信息,1000-9999人,计算机软件,3
米宫科技,0-20人,电子/半导体/集成电路,3
三九军大健康产业链,100-499人,移动互联网,3
星游互动,0-20人,游戏,3
捷思敏科技,0-20人,游戏,3
畅洲网络,0-20人,游戏,3
歆柯睿,20-99人,计算机软件,3
BHT,20-99人,计算机软件,3
得逸信息,1000-9999人,计算机软件,3
越洞,0-20人,游戏,3
游熙网络,20-99人,游戏,3
百康安,0-20人,医疗健康,3
博大视野,20-99人,智能硬件,3
豫北水利,20-99人,工程施工,3
助赢科技,20-99人,移动互联网,3
寒烁,20-99人,电子/半导体/集成电路,3
一束光科技,20-99人,计算机软件,3
致学教育,500-999人,培训机构,3
厦门安越,100-499人,工程施工,3
智慧云创,0-20人,计算机软件,3
厦门合嘉源集团,1000-9999人,物业服务,3
清雅源,20-99人,移动互联网,3
慧翰科技,100-499人,互联网,3
紫东花,0-20人,计算机软件,3
新德汇,500-999人,计算机软件,3
丹粟壹亭,0-20人,电子商务,3
众音,20-99人,装修装饰,3
乔丹体育,500-999人,批发/零售,3
蚂蚁日记,20-99人,互联网,3
厦门仙侠,20-99人,游戏,3
卡伦特,20-99人,计算机软件,3
厦门航空传媒科技,100-499人,计算机软件,3
点众商贸,20-99人,移动互联网,3
光大教育,100-499人,计算机软件,3
海晟融创,500-999人,计算机软件,3
软通动力信息技术集团,10000人以上,计算机软件,3
芝麻地,100-499人,计算机软件,3
威恩科技,0-20人,医疗健康,3
物源通,20-99人,互联网,3
厦门有梦互娱,20-99人,游戏,3
木搜科技,0-20人,计算机软件,3
帆软软件,1000-9999人,计算机软件,3
聚英教育,1000-9999人,在线教育,3
爱劳德,100-499人,机械设备/机电/重工,3
傲梦网络科技,500-999人,在线教育,3
中远方舟,20-99人,计算机软件,3
天健财智,20-99人,互联网,3
望九州,20-99人,智能硬件,3
大象健康,20-99人,计算机软件,3
厦门智宇,500-999人,互联网,3
华祥苑,1000-9999人,食品/饮料/烟酒,3
石叶科技,20-99人,互联网,3
星图安达,20-99人,电子/半导体/集成电路,3
译翼通,0-20人,互联网,3
光之能,20-99人,新能源,3
武林集团,1000-9999人,电子商务,3
奕聚智能,20-99人,仪器仪表/工业自动化,3
厦门CA,20-99人,信息安全,3
联想云,500-999人,企业服务,3
简创游戏,100-499人,游戏,3
星予网络,0-20人,游戏,3
赛利纳网络科技,20-99人,游戏,3
幻充共享充电宝,20-99人,智能硬件,3
欣邦诺,0-20人,通信/网络设备,3
中安科技,100-499人,计算机软件,3
中控科技,1000-9999人,计算机软件,3
助欣科技,20-99人,计算机软件,3
麦克奥迪,500-999人,机械设备/机电/重工,3
安硕信息,1000-9999人,计算机软件,3
厦门浪潮一点科技...,0-20人,计算机软件,3
镭杰明激光,0-20人,机械设备/机电/重工,3
互动创想,100-499人,移动互联网,3
汇纳科技,500-999人,互联网,3
厦门长塑实业有限公司,1000-9999人,原材料及加工/模具,3
网达先进,100-499人,通信/网络设备,3
厦门拓友软件,20-99人,互联网,3
汇享天成,20-99人,互联网金融,3
衍一科技,20-99人,移动互联网,3
云顶创联,20-99人,计算机软件,3
诺依曼,20-99人,广播/影视,3
金锐,1000-9999人,银行,3
汇管车,20-99人,互联网,3
燕之屋,500-999人,食品/饮料/烟酒,3
鹿课教育,20-99人,互联网,3
物通博联,20-99人,智能硬件,3
厦门谊美吉斯,20-99人,通信/网络设备,3
宅视界,0-20人,企业服务,3
百海科技,20-99人,计算机服务,3
厦门银江智慧城市,100-499人,互联网,3
鼎捷软件厦门公司,1000-9999人,计算机软件,3
奇泓科技,20-99人,电子商务,3
贝莱胜电子厦门,1000-9999人,电子/半导体/集成电路,3
厦门沐游,20-99人,游戏,3
速克,0-20人,互联网,3
瑞为信息技术,100-499人,智能硬件,3
纽客云科技服务公司,20-99人,电子商务,3
锐骐物联,20-99人,电子/半导体/集成电路,3
福建方广盛世信息...,0-20人,数据服务,3
厦门天星缘,20-99人,信息安全,3
海莱照明,1000-9999人,电子/半导体/集成电路,3
中兆云,100-499人,数据服务,3
好投科技,0-20人,企业服务,3
安恒信息,1000-9999人,信息安全,3
拜特科技,0-20人,计算机软件,3
点点互动,1000-9999人,游戏,3
一力网络科技,20-99人,游戏,3
喵宝科技,100-499人,智能硬件,3
粉象优选,20-99人,电子商务,3
历思,20-99人,仪器仪表/工业自动化,3
微赛网络,20-99人,互联网,3
乔夫科技,0-20人,电子商务,3
熵基科技,1000-9999人,智能硬件,3
艾未派,0-20人,计算机软件,3
汇思博,100-499人,计算机软件,3
谱育,20-99人,仪器仪表/工业自动化,3
KOI 可宜,1000-9999人,餐饮,3
永得立互联网有限公司,0-20人,互联网,3
摩尔软件,100-499人,计算机软件,3
在田,20-99人,移动互联网,3
上海梦莱,20-99人,生活服务,3
寰宇普惠,20-99人,互联网,3
爱梯囊网络,0-20人,互联网,3
某大型半导体公司,100-499人,电子/半导体/集成电路,3
龙骏达厦门机械,0-20人,仪器仪表/工业自动化,3
多趣想,20-99人,计算机软件,3
京奥技术,20-99人,通信/网络设备,3
中构新材,100-499人,建材,3
精研自动化元件,100-499人,仪器仪表/工业自动化,3
天源欧瑞,20-99人,船舶/航空/航天,3
易阳光电子,0-20人,电子/半导体/集成电路,3
厦门浩亿影业集团...,100-499人,广播/影视,3
云铺科技,20-99人,电子商务,3
万众基云,0-20人,互联网,3
厦门赛游科技,20-99人,游戏,3
汇通集团,20-99人,互联网金融,3
椰子熊,0-20人,游戏,3
豪哥在线,0-20人,广告/公关/会展,3
黑镜科技,20-99人,移动互联网,3
河姆渡,500-999人,移动互联网,3
芯阳科技,100-499人,其他行业,3
璞元,20-99人,计算机软件,3
厦门市派美特科技...,100-499人,电子/半导体/集成电路,3
盏行天下,20-99人,互联网,3
益财,20-99人,企业服务,3
彩虹梦投资,100-499人,企业服务,3
惠榕,100-499人,互联网,3
羽星科技,20-99人,互联网,3
预策蔚来,0-20人,批发/零售,3
碧谷科技,100-499人,计算机软件,3
高瑞特,20-99人,电力/热力/燃气/水利,3
极思科技,0-20人,计算机软件,3
指舞网络-互联网服务,20-99人,计算机软件,3
雷诺思邦,20-99人,仪器仪表/工业自动化,3
康柏集团,100-499人,机械设备/机电/重工,3
精东飞,1000-9999人,机械设备/机电/重工,3
吉士汀,500-999人,食品/饮料/烟酒,3
厦门人才频道培训中心,20-99人,在线教育,3
碧瑞开,0-20人,移动互联网,3
卡贝乐,20-99人,其他行业,3
北京共筑,20-99人,广告营销,3
兆尹科技,1000-9999人,计算机软件,3
鸿翌云,0-20人,通信/网络设备,3
欧立通,100-499人,智能硬件,3
上海蓬海涞讯,100-499人,医疗健康,3
石猫科技股份,20-99人,广告营销,3
印滴信息,0-20人,医疗健康,3
醉品春秋,100-499人,移动互联网,3
海银智慧,0-20人,智能硬件,3
风扬,0-20人,游戏,3
QuEST Global,10000人以上,计算机软件,3
大嵩,20-99人,互联网,3
数码大方,500-999人,计算机软件,3
厦门裕豪万通,20-99人,电子商务,3
启超,100-499人,新能源,3
厦门云眹,0-20人,移动互联网,3
安费诺电子,1000-9999人,智能硬件,3
厦门美拉,20-99人,电子商务,3
金名节能,20-99人,环保,3
定向网媒,20-99人,计算机软件,3
笔儿尖尖,20-99人,智能硬件,3
芯泰达集成电路,0-20人,电子/半导体/集成电路,3
欧兰普,100-499人,电子/半导体/集成电路,3
意行半导体,20-99人,电子/半导体/集成电路,3
光服科技,0-20人,智能硬件,3
乐域,20-99人,互联网,3
厦门森林海工贸,20-99人,印刷/包装/造纸,3
厦门多快好省,20-99人,互联网金融,3
盛秦,0-20人,电子商务,3
厦门乐聚时代,0-20人,游戏,3
欣贺股份有限公司,1000-9999人,服装/纺织/皮革,3
鑫璨教育,20-99人,培训机构,3
世达膜,20-99人,环保,3
乐龙网络,0-20人,电子商务,3
博珊科技,0-20人,计算机软件,3
造梦科技,20-99人,游戏,3
正艾科技,0-20人,仪器仪表/工业自动化,3
丰巢,1000-9999人,互联网,3
精芯科技,100-499人,机械设备/机电/重工,3
上海凯泉,1000-9999人,机械设备/机电/重工,3
上海熊猫水泵福建,20-99人,机械设备/机电/重工,3
厦门智瞳科技有限公司,0-20人,智能硬件,3
厦门曦然科技有限公司,0-20人,智能硬件,3
赞国文化,20-99人,互联网,3
青瓜传媒,20-99人,广告营销,3
创世代有限公司,20-99人,游戏,3
厦门东鹏,20-99人,贸易/进出口,3
兴雪莱,500-999人,服装/纺织/皮革,3
联捷星,100-499人,计算机硬件,3
DNS.COM,20-99人,互联网,3
精位时空,20-99人,数据服务,3
致睿智控,20-99人,企业服务,3
蚂蚁特工,20-99人,广告营销,3
聚英教育集团,500-999人,在线教育,3
寰球佰业,100-499人,企业服务,3
纳路环保科技,100-499人,环保,3
勇跃互动,20-99人,游戏,3
易格,0-20人,计算机软件,3
厦门鑫点击网络,100-499人,互联网,3
厦门信和达电子,500-999人,贸易/进出口,3
迪爱斯,500-999人,信息安全,3
淘金互动,20-99人,游戏,3
某大型互联网公司,100-499人,互联网,3
蓝海天,20-99人,计算机服务,3
柏益加,20-99人,智能硬件,3
神鱼科技,20-99人,互联网,3
齐艺科技,100-499人,电子商务,3
